"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7396","63629167308","57"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7397","45802005536","96"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7398","35356065930","25"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7399","49452488301","56"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7400","00573287120","1"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7401","00781214892","72"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7402","42549057404","81"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7403","60505008304","40"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7404","00766041970","61"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7405","00591033801","56"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7406","16590023260","37"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7407","60505377803","16"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7408","49502069761","5"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7409","63629431001","16"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7410","65162004710","61"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7411","00781932795","52"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7412","00378320501","1"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7413","55045326202","20"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7414","59762371904","21"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7415","47335086083","16"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7416","63629334502","17"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7417","63629133906","36"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7418","00703011303","85"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7419","00224180180","76"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7420","00781531701","21"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7421","59762141606","32"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7422","00781145210","21"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7423","50436399604","100"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7424","59762141606","81"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7425","00573287120","76"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7426","00603388128","97"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7427","64950090110","56"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7428","49999085230","65"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7429","42254033760","36"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7430","63629162306","81"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7431","00071000724","12"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7432","45963055650","41"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7433","68382031901","80"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7434","00378797052","41"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7435","68387023090","36"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7436","58016026190","77"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7437","00781105301","76"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7438","60429015760","45"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7439","50436402701","96"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7440","64376064805","41"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7441","63629431001","92"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7442","31722027301","61"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7443","54868459805","60"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7444","63629162306","1"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7445","33261003160","96"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7446","60951065570","57"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7447","49999060801","96"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7448","57664039718","25"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7449","55045327708","56"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7450","68387090012","1"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7451","00591033801","72"
"84C6BDE1-C964-4C21-9454-5237EA04AE2D","7452","33261076101","81"
